cggj,89,388
dbbh,89,388
jdhg,89,388
bjeg,93,392
iaec,93,392
bhbg,94,393
eicb,96,395
dbig,97,396
ffgf,97,396
bbaa,98,397
deeh,98,397
abdh,99,398
ebgd,99,398
dffe,100,399
edfg,3,402
feih,6,405
jgcg,6,405
eahd,7,406
gfdh,8,407
ahfh,11,410
eddh,11,410
jejb,13,412
ajbb,17,416
jabj,17,416
cefi,20,419
egjc,20,419
ihcb,20,419
cdbd,21,420
egii,22,421
bhdf,23,422
hcaa,25,424
jjjg,26,425
gdfi,27,426
ffaa,28,427
ibif,28,427
bjaj,29,428
efje,29,428
abhc,31,430
ggfi,32,431
ibff,32,431
jaaj,32,431
dehd,33,432
gcie,33,432
fhfj,34,433
afbg,35,434
bcfe,36,435
gedi,36,435
dfdi,37,436
faed,37,436
cadi,38,437
fbfa,39,438
bgba,40,439
caii,40,439
dhdf,42,441
edhi,42,441
bjhf,43,442
ebjf,43,442
ecai,43,442
fbje,45,444
ijbf,45,444
jcbi,46,445
jbad,47,446
beba,48,447
ijif,48,447
gfdb,49,448
cggd,51,450
cici,52,451
bbga,53,452
digc,53,452
dcif,55,454
hbha,55,454
ajcj,56,455
gbhb,57,456
jhda,57,456
afff,58,457
gabj,58,457
habb,58,457
gbbh,59,458
jfjj,59,458
jggd,59,458
fijf,60,459
agha,61,460
efhg,62,461
bjag,65,464
deac,65,464
eccc,66,465
hhia,66,465
dida,67,466
fcfg,69,468
ecej,70,469
jfdj,71,470
bbcb,72,471
ejib,72,471
iehf,75,474
cbed,77,476
ffab,77,476
geii,77,476
bhca,79,478
cdga,79,478
ibei,81,480
hcfj,83,482
cjjf,84,483
jafe,84,483
jdje,84,483
ibag,86,485
idbj,86,485
fdbf,87,486
idah,87,486
cdid,88,487
ajeh,90,489
icih,90,489
hgfa,93,492
chej,95,494
cjhj,95,494
efif,97,496
jhbc,98,497
eeeb,99,498
idfh,100,499
eaec,1,500
hdji,2,501
ajfa,3,502
bbei,3,502
ddje,4,503
gejd,5,504
cegg,6,505
dcde,9,508
acjh,10,509
hije,14,513
fhbf,16,515
ghci,17,516
ifge,17,516
eeaj,18,517
idcj,18,517
igag,18,517
bgcg,19,518
acif,22,521
fbja,22,521
cfeg,23,522
fgeb,24,523
aadd,26,525
dcie,26,525
fjbi,26,525
hcch,28,527
dfai,30,529
ejdh,30,529
dhhi,31,530
afcd,32,531
ifbe,32,531
fchf,34,533
cbjj,35,534
gcig,35,534
adig,36,535
dceg,36,535
eiei,37,536
ifcb,39,538
efjj,40,539
fhfi,42,541
jgfa,42,541
efce,44,543
eehb,45,544
fghe,47,546
gaii,47,546
djdb,48,547
caci,49,548
icif,50,549
gaba,52,551
hccd,53,552
jghh,53,552
igae,56,555
jhcd,56,555
addf,57,556
gbcd,57,556
dafe,60,559
jfej,61,560
eefi,63,562
ehhg,63,562
ejea,63,562
dbgj,64,563
adah,67,566
idfb,68,567
eiai,71,570
dhba,73,572
igjc,73,572
ieig,75,574
hjbj,76,575
ddjh,79,578
gaag,79,578
ajca,80,579
ihfc,80,579
bjdd,83,582
dbjh,84,583
bcjc,85,584
fffb,86,585
jidh,89,588
fdeh,92,591
faaa,93,592
ihbd,94,593
fhga,96,595
bjbf,98,597
jfeg,98,597
fdhh,99,598
aadi,100,599
hhea,1,600
gidc,3,602
gfea,4,603
cejh,6,605
gcdd,7,606
bcdi,8,607
ggda,8,607
hfig,8,607
fbii,9,608
ibfg,11,610
iddi,12,611
hadc,14,613
jigc,14,613
fgah,15,614
gbig,16,615
jafi,16,615
gcjf,17,616
gicd,17,616
ggib,18,617
jafh,20,619
bieb,21,620
giaj,22,621
hegb,22,621
iidg,22,621
baji,23,622
dcfg,23,622
edcj,23,622
gdac,23,622
ceab,25,624
iced,27,626
fiec,29,628
hbec,29,628
aeef,30,629
cigd,31,630
ieaj,31,630
idii,32,631
igdf,32,631
hjcj,39,638
adgf,40,639
dcad,41,640
aadc,42,641
gfjg,42,641
ddcd,45,644
deha,45,644
fhbg,45,644
hjcf,46,645
ceij,49,648
efjh,50,649
hddd,50,649
jdff,50,649
beii,52,651
gefc,57,656
ficg,59,658
jeda,60,659
jege,60,659
ffbh,61,660
hfgc,61,660
dgfe,63,662
hjie,63,662
ibdh,63,662
gfcb,65,664
agac,67,666
becg,67,666
chaf,67,666
iabg,67,666
bifi,68,667
fcje,68,667
cgde,69,668
dcjj,69,668
dhbf,69,668
cccd,70,669
hhgf,70,669
hbie,71,670
igac,72,671
ggja,73,672
accb,74,673
iacg,76,675
jdii,76,675
dgjf,77,676
fhja,77,676
iadb,79,678
ggej,80,679
fajj,81,680
behb,84,683
abjd,86,685
cbba,86,685
begd,87,686
icbh,87,686
cije,88,687
jcab,88,687
jegd,88,687
hahj,89,688
gibc,91,690
fcfd,92,691
fegd,95,694
bdjb,96,695
bibg,97,696
hgjj,97,696
ifii,99,698
hied,1,700
jdgb,3,702
fhjb,4,703
ijhe,4,703
ecbd,5,704
died,6,705
jhie,6,705
dgea,9,708
ejcg,9,708
fbec,9,708
hhec,9,708
feie,10,709
bfbc,14,713
jabi,14,713
bfeh,15,714
ffig,15,714
ejgb,16,715
feba,16,715
gbbd,19,718
aidg,20,719
iijg,20,719
iicg,21,720
aida,22,721
bcdf,22,721
dgbf,22,721
ibhb,23,722
hbea,24,723
dhgh,25,724
ghig,28,727
jeff,28,727
dbgf,33,732
eafa,34,733
gfga,36,735
fbjc,37,736
ejjj,40,739
hjha,40,739
jdag,42,741
gibi,43,742
jada,43,742
hacc,44,743
bjgc,45,744
egdg,47,746
gbab,48,747
ehib,50,749
ebgb,51,750
hghg,51,750
fhhe,53,752
ichh,55,754
bhci,57,756
ehhd,59,758
gjfh,59,758
cfia,60,759
cchb,61,760
eiae,63,762
fhda,63,762
haba,63,762
hjdi,64,763
ibcj,64,763
fecf,65,764
afde,68,767
gfje,68,767
jfib,69,768
bjbd,70,769
feeh,70,769
hgae,71,770
ibbd,71,770
iidb,71,770
adbd,72,771
dbii,72,771
gbjf,72,771
iajh,73,772
aiba,74,773
cbbh,75,774
ebfe,75,774
iefc,76,775
afib,77,776
bhgb,77,776
hhab,77,776
dafb,80,779
gdda,80,779
jeeg,80,779
jjdc,80,779
dbhb,83,782
gjdb,83,782
jefe,83,782
gfdj,84,783
fiha,86,785
jfgi,89,788
dggc,90,789
geig,90,789
jbdg,90,789
cehi,91,790
ecaa,91,790
cccj,92,791
ebdf,92,791
ccbb,93,792
iaed,94,793
afic,95,794
caad,96,795
bhid,97,796
jgfi,97,796
efhe,99,798
edac,1,800
agfa,3,802
dabe,3,802
hhii,3,802
bbgh,4,803
jiff,4,803
icef,5,804
cdib,7,806
fche,7,806
ceee,9,808
dhib,9,808
gaae,9,808
gefi,10,809
figh,11,810
igjd,11,810
jafd,11,810
bdfj,12,811
hbgd,12,811
iabe,12,811
didg,14,813
bfbg,15,814
gdei,15,814
gijj,15,814
idgc,15,814
dedf,18,817
fgcf,18,817
ebgi,21,820
ijgc,24,823
gigb,25,824
fcji,26,825
hhhh,26,825
fedc,29,828
aibj,31,830
bcfi,31,830
feij,32,831
abee,36,835
fcii,37,836
jhcf,37,836
jabd,38,837
jbjf,40,839
egjh,41,840
cabh,42,841
bjie,46,845
hhcf,46,845
jdgd,46,845
ccif,47,846
ehhj,48,847
jiea,48,847
iddd,49,848
hbgf,50,849
jbbh,50,849
ebei,51,850
jfcb,51,850
hhgh,52,851
baaa,53,852
cgbb,53,852
aibh,55,854
fgbc,56,855
chdj,58,857
eecd,59,858
jifa,62,861
hfgb,63,862
ihbc,63,862
cdec,64,863
hjej,64,863
chfj,65,864
efhf,65,864
hcee,65,864
hjbh,68,867
abjb,69,868
bfdj,69,868
chcb,71,870
idfj,71,870
dfaf,72,871
jgjc,72,871
jiha,72,871
dace,73,872
jdec,73,872
fdib,74,873
gbce,76,875
ehdj,77,876
bhed,78,877
dhah,78,877
gcei,80,879
cajd,83,882
fjah,83,882
hdeg,83,882
jeij,83,882
edfb,84,883
hahf,87,886
aihb,88,887
hgef,89,888
ffhj,91,890
iagj,91,890
jbcg,92,891
jhgf,92,891
cihb,93,892
dhia,93,892
ffif,94,893
jcie,94,893
fdab,95,894
ecgg,98,897
cfdb,99,898
dicf,99,898
ehhb,99,898
bibi,100,899
beah,2,901
hajg,3,902
cbjd,5,904
eghg,9,908
aaie,10,909
igeh,11,910
jfjd,11,910
dihf,12,911
icah,13,912
fafe,14,913
jefb,15,914
acfg,17,916
ehbj,17,916
hagg,20,919
ghcc,21,920
bccc,25,924
gdch,25,924
chgh,30,929
hdad,30,929
cjba,31,930
hchg,31,930
affc,33,932
hhgd,34,933
iibi,34,933
cefe,35,934
gjia,36,935
jbha,36,935
ajah,40,939
jfhh,40,939
ccec,41,940
fhhf,41,940
ccab,42,941
ahaj,45,944
gcfd,46,945
hajj,46,945
eace,47,946
ighh,48,947
gcia,52,951
ichf,52,951
biai,54,953
jijb,54,953
fcjg,56,955
chde,58,957
iaha,58,957
geef,59,958
fgfa,60,959
edgg,61,960
hhig,62,961
gjcb,66,965
bdei,67,966
jhje,67,966
adbe,72,971
dbfb,73,972
ghcd,76,975
dhgf,78,977
cfid,79,978
dhff,79,978
eefd,79,978
gfih,79,978
ghdj,80,979
bdga,81,980
hacj,81,980
gbfe,82,981
hfhd,83,982
cfea,84,983
gcaa,86,985
fcba,87,986
hccb,89,988
jihj,89,988
ejid,90,989
caji,92,991
ceff,92,991
ihda,92,991
bafg,96,995
ccgc,96,995
bhif,97,996
idbc,99,998
ihag,99,998
jjgh,100,999
hcfd,2,1001
ecie,3,1002
aaea,6,1005
dbhj,6,1005
ifgh,6,1005
aahe,7,1006
ehcb,7,1006
fgdh,7,1006
gcbg,7,1006
abcd,9,1008
eebe,9,1008
iggh,11,1010
cefa,12,1011
dhei,13,1012
jjfc,15,1014
ebaj,16,1015
fhgd,17,1016
jaej,17,1016
agfg,18,1017
ggde,20,1019
hjfg,20,1019
ibjb,22,1021
eaae,24,1023
iahb,24,1023
aabj,25,1024
ieah,25,1024
gbfi,28,1027
igja,29,1028
ficj,31,1030
jcej,31,1030
fehf,34,1033
aieh,35,1034
dach,38,1037
hegf,39,1038
hiib,39,1038
abhg,44,1043
accj,45,1044
bhhj,45,1044
hcie,46,1045
jfba,47,1046
cecg,48,1047
chcf,48,1047
fbee,49,1048
gicc,54,1053
jjcj,56,1055
dgdj,57,1056
ggch,59,1058
ifca,60,1059
abbe,61,1060
iefj,61,1060
ibee,62,1061
dife,63,1062
bchg,69,1068
cbjh,69,1068
fcfc,70,1069
jbbd,75,1074
ijdb,76,1075
cjdi,77,1076
hbic,77,1076
fbhi,78,1077
hbgb,79,1078
dicc,80,1079
higb,81,1080
hbhd,83,1082
bbbf,84,1083
igfc,84,1083
dgcb,87,1086
ieib,87,1086
ejij,88,1087
fejb,88,1087
gdgg,88,1087
hifb,88,1087
higg,88,1087
debf,90,1089
hjgi,91,1090
ejhc,95,1094
habe,95,1094
gibe,97,1096
ecbh,98,1097
ffje,98,1097
jeje,100,1099
bdff,2,1101
ccja,2,1101
fegb,2,1101
fgia,4,1103
cjhe,5,1104
bajf,6,1105
ffcc,6,1105
iidc,7,1106
bcgg,8,1107
gigj,10,1109
fjdj,11,1110
dcjc,12,1111
hcjb,15,1114
acab,17,1116
ighe,17,1116
ihig,18,1117
gbhd,19,1118
eihe,20,1119
fjha,20,1119
egbd,22,1121
fbgd,22,1121
addi,23,1122
iaif,23,1122
hcbi,24,1123
eeca,26,1125
caid,27,1126
faic,27,1126
daih,29,1128
fiid,30,1129
jdhj,30,1129
eadc,33,1132
ghfa,34,1133
icfh,34,1133
bdhd,35,1134
igge,35,1134
hihc,36,1135
bbfb,38,1137
giib,38,1137
fbhh,40,1139
gcgf,40,1139
jhgd,41,1140
hgaf,42,1141
bcch,43,1142
cicj,44,1143
dgaj,44,1143
icce,45,1144
eeac,46,1145
bidi,48,1147
dcih,48,1147
jhhi,49,1148
jjae,51,1150
eeei,53,1152
badg,55,1154
jhei,55,1154
jdah,56,1155
jded,59,1158
fhff,60,1159
ieci,60,1159
gaha,62,1161
jcfh,62,1161
cjgc,63,1162
hbbg,63,1162
ibje,64,1163
jajj,64,1163
jdaf,65,1164
abbc,67,1166
iiec,67,1166
ficc,68,1167
gjbj,68,1167
iaee,69,1168
cghb,72,1171
djbe,72,1171
fahi,72,1171
bdgg,73,1172
bjai,73,1172
jcad,74,1173
dcef,75,1174
cabj,76,1175
cdhi,76,1175
fifj,76,1175
cjdb,77,1176
fahc,77,1176
hcfi,78,1177
aiea,80,1179
ciaa,80,1179
gief,80,1179
icaa,80,1179
igfg,80,1179
cjgg,84,1183
fcdi,85,1184
bdbe,86,1185
cagh,86,1185
ahbh,87,1186
dcaj,87,1186
iedd,87,1186
bchf,88,1187
beab,88,1187
aiii,90,1189
bjfi,90,1189
gjeh,90,1189
acib,91,1190
ebgg,91,1190
ecdc,92,1191
ijde,92,1191
cbgc,93,1192
ahgg,96,1195
cjhd,96,1195
jcha,96,1195
dchf,97,1196
hica,97,1196
bdhe,99,1198
ghjc,100,1199
hcga,1,1200
ibci,1,1200
acfa,3,1202
ibgf,3,1202
iaef,4,1203
aihf,7,1206
hjde,7,1206
hcfb,9,1208
jcbd,10,1209
acdd,11,1210
hhfa,12,1211
jjdi,12,1211
fedg,15,1214
addh,16,1215
decc,16,1215
egad,16,1215
fjba,16,1215
aecf,17,1216
hbeh,18,1217
ifig,18,1217
acac,19,1218
gbfg,21,1220
jgaj,21,1220
bbje,22,1221
djge,22,1221
feii,22,1221
hefj,22,1221
ccfb,26,1225
cdai,29,1228
cdif,30,1229
ehde,30,1229
bbdj,31,1230
icgh,34,1233
jbai,34,1233
jddj,36,1235
dfig,37,1236
aafe,38,1237
ggeh,40,1239
aaac,41,1240
fhad,42,1241
ibac,42,1241
adib,43,1242
dfec,44,1243
jcdg,44,1243
ddad,45,1244
hhhc,45,1244
fdgc,46,1245
cifi,51,1250
fdde,52,1251
hhgb,52,1251
efdf,53,1252
fifi,53,1252
jhbh,53,1252
bcjg,54,1253
gcgj,55,1254
geja,55,1254
jafa,55,1254
ehfi,56,1255
aebe,59,1258
habj,61,1260
jgeg,61,1260
idfi,62,1261
bjhc,63,1262
jced,63,1262
jjej,64,1263
eaad,65,1264
gdce,65,1264
iccf,65,1264
jfec,65,1264
abhf,66,1265
cdbg,67,1266
decg,67,1266
fhbe,67,1266
gcgh,67,1266
ijhj,67,1266
icfi,68,1267
eiff,69,1268
fafj,69,1268
gjdf,70,1269
ifgb,71,1270
bhie,73,1272
dgbg,73,1272
jdeh,75,1274
cjbg,76,1275
diii,76,1275
dbaj,77,1276
giga,78,1277
jhfc,78,1277
cieg,79,1278
dgde,79,1278
fjdd,81,1280
aibi,82,1281
ecfi,83,1282
jgig,84,1283
aige,85,1284
jabg,85,1284
jcff,85,1284
dbga,88,1287
icdi,89,1288
hdab,90,1289
eabc,91,1290
cbfi,92,1291
dfii,93,1292
adbg,94,1293
fcej,94,1293
edhb,95,1294
cghh,96,1295
dbfd,96,1295
eibj,98,1297
gidj,98,1297
jgea,98,1297
jjhb,100,1299
icea,1,1300
iadh,2,1301
hbeg,3,1302
fhgb,5,1304
icfe,6,1305
effg,7,1306
bfje,8,1307
hbce,8,1307
jfii,8,1307
dece,9,1308
gfic,10,1309
hhcc,11,1310
iice,11,1310
bbja,12,1311
dgia,13,1312
dcjg,15,1314
hhhi,15,1314
fcda,16,1315
hicc,17,1316
dhce,18,1317
dhdi,19,1318
hbji,19,1318
dfci,20,1319
ddfb,23,1322
abbi,24,1323
beej,26,1325
deda,27,1326
ebfj,28,1327
dgfj,29,1328
eead,29,1328
ffeh,29,1328
bace,30,1329
gbah,30,1329
icfg,30,1329
hhed,31,1330
dgii,33,1332
ffdb,33,1332
gjdj,33,1332
jgfg,33,1332
djjf,34,1333
bbdc,35,1334
cega,37,1336
ceji,37,1336
gddj,38,1337
hjbb,38,1337
daia,39,1338
hdgd,39,1338
hchd,40,1339
abja,41,1340
cbje,43,1342
ggcc,43,1342
jjda,43,1342
fffa,47,1346
iefa,47,1346
jdbf,48,1347
cigi,49,1348
cbch,50,1349
hhbb,50,1349
iahd,50,1349
jddg,50,1349
dajg,51,1350
fbij,53,1352
aheb,54,1353
chff,58,1357
jagb,58,1357
idce,59,1358
fdif,61,1360
gfag,61,1360
ihbf,62,1361
ddji,66,1365
ejff,66,1365
ahdi,67,1366
bhdb,68,1367
aeaa,69,1368
hbde,71,1370
bdcj,72,1371
iihg,75,1374
cjjb,77,1376
gbfj,77,1376
jhif,78,1377
bjah,79,1378
ehgc,81,1380
fgjj,81,1380
fibh,81,1380
fhai,85,1384
fage,89,1388
gihb,89,1388
jgae,90,1389
dadf,91,1390
hgbd,92,1391
bcia,93,1392
iieh,94,1393
jade,94,1393
agci,95,1394
gffb,96,1395
ajja,100,1399
hcdg,100,1399
bdee,2,1401
degj,2,1401
abid,4,1403
ejbg,6,1405
jdia,7,1406
bafb,9,1408
ieif,9,1408
acca,11,1410
acig,11,1410
hcjh,11,1410
jffc,11,1410
acbd,12,1411
ghhb,12,1411
aiie,13,1412
fhba,13,1412
giaa,14,1413
ibge,15,1414
dfgh,16,1415
gbed,16,1415
beid,17,1416
bhhi,17,1416
idjf,17,1416
ebbb,18,1417
efjf,19,1418
febf,20,1419
cihh,21,1420
eecc,25,1424
iede,25,1424
ecgj,26,1425
iigi,26,1425
bfjh,27,1426
gfij,27,1426
jihd,27,1426
bccg,29,1428
fbge,29,1428
faia,31,1430
hdie,32,1431
higj,33,1432
bjfd,34,1433
deeg,35,1434
eeie,36,1435
bfab,37,1436
ehah,37,1436
dagc,38,1437
fcjb,40,1439
hcea,40,1439
hebf,40,1439
biji,43,1442
djib,45,1444
fgda,45,1444
ihjh,45,1444
edcb,49,1448
feai,50,1449
hibg,50,1449
iebg,50,1449
ihhe,50,1449
bigg,51,1450
ehga,51,1450
fdjh,51,1450
acia,52,1451
biei,52,1451
gabg,54,1453
hcic,54,1453
idhf,56,1455
hgaj,57,1456
edag,58,1457
adec,59,1458
efjb,60,1459
fege,66,1465
ieee,66,1465
dief,67,1466
fdfd,69,1468
jdih,74,1473
fgaa,75,1474
jabf,76,1475
jebe,77,1476
ehfa,78,1477
iece,80,1479
jjeb,81,1480
cdgg,82,1481
icbe,82,1481
ddai,83,1482
eehj,83,1482
hiae,83,1482
jijj,83,1482
aiae,84,1483
fbbf,84,1483
ghbc,86,1485
jdjg,86,1485
cide,88,1487
icei,91,1490
ihbg,92,1491
jjih,92,1491
fhfg,93,1492
jcef,95,1494
ebgj,96,1495
bfib,98,1497
geia,100,1499
ggbg,1,1500
chbc,2,1501
dfhe,3,1502
hhjc,3,1502
jeca,3,1502
bfgd,4,1503
hihf,5,1504
cddh,6,1505
bcjb,10,1509
ebjg,10,1509
afbi,11,1510
jdfh,11,1510
bjih,18,1517
ebij,19,1518
ggbe,19,1518
cbcc,20,1519
abeg,24,1523
adce,25,1524
jbdc,25,1524
iege,26,1525
cgjf,27,1526
dehb,27,1526
gfda,27,1526
adji,33,1532
dhig,33,1532
efic,34,1533
deib,35,1534
eadi,35,1534
iacf,35,1534
cahf,36,1535
edaj,37,1536
jjgj,37,1536
bgci,38,1537
cjca,38,1537
dbeg,39,1538
jheg,39,1538
jjea,42,1541
agag,43,1542
ajgc,44,1543
fdbj,44,1543
dgbh,46,1545
feea,46,1545
ffjb,48,1547
jbfg,49,1548
eegi,51,1550
caif,52,1551
abje,58,1557
iihf,59,1558
hdhe,63,1562
dhcf,64,1563
cgcb,65,1564
dieh,65,1564
gach,65,1564
heeg,65,1564
agaa,68,1567
iaai,69,1568
cfbd,70,1569
egcd,70,1569
bfji,71,1570
djdi,71,1570
hada,71,1570
caia,72,1571
fagb,72,1571
hbfi,72,1571
eheg,75,1574
gfgj,78,1577
ghih,79,1578
fhae,80,1579
hahi,80,1579
hbbf,81,1580
ejeg,82,1581
ihfi,82,1581
bcjd,85,1584
eebb,85,1584
fdaf,85,1584
adfg,89,1588
dhij,89,1588
chic,94,1593
djgf,94,1593
gjad,95,1594
bbhd,96,1595
biab,97,1596
fjfe,98,1597
gfba,98,1597
gjhc,98,1597
eeec,99,1598
efbi,99,1598
ijji,100,1599
hjjd,1,1600
beag,2,1601
fdgj,2,1601
afci,3,1602
dcgg,3,1602
heca,4,1603
afcj,9,1608
bdfd,12,1611
cdcf,13,1612
ghbi,15,1614
efhh,16,1615
afhe,17,1616
egbg,18,1617
gacd,18,1617
jdhh,18,1617
bdgd,22,1621
ccci,22,1621
ihjc,23,1622
jgbf,23,1622
gbae,24,1623
ihac,24,1623
ichg,25,1624
bfhe,27,1626
haag,29,1628
bdgc,30,1629
cbbg,30,1629
gecj,30,1629
jedj,30,1629
face,31,1630
gced,32,1631
iihb,32,1631
afai,34,1633
ggfb,34,1633
cdia,36,1635
ffeg,36,1635
ifhd,39,1638
hibb,40,1639
hgdf,41,1640
iijf,41,1640
jhhg,41,1640
jagd,42,1641
gbij,44,1643
bfga,46,1645
aeie,47,1646
ejjb,47,1646
fffh,47,1646
ebej,48,1647
cijd,50,1649
gghj,50,1649
ihgf,50,1649
cbda,51,1650
ijge,52,1651
cach,57,1656
bdeh,58,1657
dgei,59,1658
hjji,59,1658
agcj,60,1659
dcfb,61,1660
jbjj,61,1660
afhh,62,1661
ibaa,63,1662
cifg,64,1663
gdge,64,1663
cfac,66,1665
fejh,66,1665
geac,66,1665
hcba,66,1665
ajee,67,1666
iagc,67,1666
ecjj,68,1667
icaf,68,1667
fifc,74,1673
jgid,74,1673
ijag,76,1675
jiia,77,1676
chjd,79,1678
igih,79,1678
hjih,82,1681
bafc,85,1684
giag,87,1686
